HRBP,EXPCO2,PVSAT,VENTLUNG,PULMEMBOLUS,HYPOVOLEMIA,VENTMACH,KINKEDTUBE,ANAPHYLAXIS,PCWP,TPR,DISCONNECT,SHUNT,CATECHOL,HISTORY,STROKEVOLUME,VENTALV,HREKG,FIO2,PAP,CO,ERRCAUTER,PRESS,ARTCO2,ERRLOWOUTPUT,LVFAILURE,HRSAT,BP,INTUBATION,LVEDVOLUME,HR,CVP,SAO2,INSUFFANESTH,MINVOLSET,VENTTUBE,MINVOL
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,NORMAL,LOW,LOW,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,NORMAL,FALSE,LOW,LOW,LOW,NORMAL,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ONESIDED,HIGH,NORMAL,HIGH,LOW,TRUE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
LOW,HIGH,HIGH,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,LOW,HIGH
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,ZERO,HIGH,LOW,FALSE,FALSE,ZERO,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,NORMAL,TRUE,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,LOW,NORMAL,TRUE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH,TRUE,LOW,HIGH,FALSE,FALSE,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,HIGH,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,HIGH,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,TRUE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,NORMAL,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,HIGH,FALSE,HIGH,HIGH,TRUE,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,TRUE,HIGH,HIGH,ONESIDED,LOW,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,LOW,ZERO,TRUE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,HIGH,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,TRUE,NORMAL,LOW,ZERO
HIGH,LOW,HIGH,LOW,FALSE,TRUE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,TRUE,LOW,LOW,FALSE,FALSE,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,HIGH,HIGH,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,LOW,FALSE,FALSE,ZERO,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,ZERO,TRUE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,ZERO,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,TRUE,NORMAL,ZERO,ZERO
HIGH,HIGH,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,HIGH,LOW,FALSE,FALSE,ZERO,FALSE,FALSE,NORMAL,NORMAL,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH
HIGH,LOW,NORMAL,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,HIGH,FALSE,NORMAL,HIGH,TRUE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,ZERO,HIGH,FALSE,TRUE,HIGH,LOW,NORMAL,LOW,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,NORMAL,LOW,LOW,FALSE,TRUE,ZERO,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,LOW,FALSE,HIGH,ZERO,HIGH
HIGH,ZERO,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,TRUE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,NORMAL,FALSE,NORMAL,HIGH,TRUE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,TRUE,HIGH,LOW,NORMAL,LOW,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,LOW,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,HIGH,FALSE,NORMAL,HIGH,TRUE,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,TRUE,HIGH,HIGH,FALSE,TRUE,NORMAL,LOW,ESOPHAGEAL,LOW,HIGH,LOW,LOW,FALSE,NORMAL,LOW,LOW
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH,TRUE,LOW,HIGH,FALSE,FALSE,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,TRUE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,HIGH,LOW,HIGH,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,LOW
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,HIGH,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,HIGH,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,HIGH,LOW,FALSE,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,FALSE,HIGH,HIGH,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,NORMAL,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,TRUE,HIGH,HIGH,FALSE,FALSE,NORMAL,HIGH,ONESIDED,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,LOW
HIGH,LOW,LOW,ZERO,FALSE,FALSE,ZERO,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,TRUE,NORMAL,ZERO,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,LOW,ONESIDED,HIGH,NORMAL,HIGH,NORMAL,FALSE,NORMAL,LOW,NORMAL
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,TRUE,HIGH,HIGH,FALSE,FALSE,NORMAL,LOW,ESOPHAGEAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,LOW
LOW,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,LOW,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
NORMAL,LOW,HIGH,LOW,FALSE,FALSE,ZERO,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,TRUE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,TRUE,NORMAL,LOW,ZERO
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,NORMAL,TRUE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
NORMAL,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,TRUE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,TRUE,NORMAL,HIGH,FALSE,FALSE,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
NORMAL,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,NORMAL,FALSE,NORMAL,HIGH,TRUE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,TRUE,HIGH,LOW,NORMAL,LOW,LOW,LOW,LOW,FALSE,NORMAL,LOW,ZERO
