"N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"Neutral","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Wet","Neutral","Wet","Clear","Clear","Clear","PC","Weak","Strong","Other","None","Weak","Weak","Some","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Aug20_Sep15","C","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","LessUnstable","ACEFK","PartInhibit","Weak","None","C","XNIL","XNIL","SIG","LowMtsHighPl","Steep","Average","Steep","NoMajor","Other","E_W_N","SigPositive","Moving","NWQuad","Westerly","LongAnticyc"
"WeakUp","Neutral","Neutral","WeakUp","WeakUp","VeryWet","VeryWet","VeryWet","VeryWet","Cloudy","PC","Cloudy","Cloudy","Weak","Strong","Westerly","Strong","None","Strong","Some","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Aug11_Aug20","C","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","LILt_8","Neutral","Average","LessUnstable","ACEFK","Stifling","Moderate","Moderate","C","SIG","SIG","SIG","LowNHighS","Steep","Average","ModerateOrLe","NoMajor","Other","E_W_N","SigPositive","Moving","LV","Westerly","LongAnticyc"
"StrongUp","StronUp","WeakUp","StrongUp","StrongUp","Neutral","VeryWet","Dry","Neutral","Clear","Clear","Clear","Clear","None","Weak","StrongWest","None","Weak","Weak","None","DecCapIncIns","Decreasing","WeakPos","LittleChange","XNIL","May15_Jun14","D","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","D","None","Weak","Slight","D","XNIL","XNIL","XNIL","Other","CloseToDryAd","Dry","ModerateOrLe","MarkedUpper","Other","DryLine","NegToPos","None","SWQuad","Westerly","SEQuad"
"WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","PC","Cloudy","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SIG","Jun15_Jul1","D","CThruK","PartInhibit","LessThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","D","TotalInhibit","Weak","None","D","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Dry","ModerateOrLe","NoMajor","Other","None","PosToNeg","Moving","NWQuad","Westerly","SEQuad"
"WeakUp","Down","Neutral","Down","Down","Wet","Neutral","Neutral","Neutral","PC","Cloudy","Cloudy","PC","None","None","StrongWest","None","None","None","None","IncCapDecIns","Increasing","Neutral","Increasing","XNIL","Aug20_Sep15","E","CThruK","PartInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Strong","E","SIG","SIG","SIG","LowAtStation","Steep","Average","ModerateOrLe","OtherRapid","MoistMDryL","None","PosToNeg","None","SWQuad","Westerly","DenvCyclone"
"WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Wet","VeryWet","Clear","PC","PC","Cloudy","Weak","Strong","DCVZFavor","Strong","Weak","Strong","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SVR","Jul16_Aug10","B","AB","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","Average","B","PartInhibit","Weak","Slight","B","XNIL","XNIL","SVR","LowMtsHighPl","Stable","VeryMoist","Steep","NoMajor","MoistMDryL","DenvCyclone","SigPositive","None","AllElse","Westerly","DenvCyclone"
"StrongUp","Neutral","StrongUp","WeakUp","WeakUp","Wet","Dry","Dry","Dry","PC","Cloudy","PC","PC","None","Weak","StrongWest","Weak","Strong","Weak","Some","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Jul16_Aug10","I","CThruK","None","LessThanAve","MoreThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","Moderate","I","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Average","ModerateOrLe","NoMajor","MoistMDryL","MovingFtorOt","SigNegative","QStationary","SWQuad","Westerly","DenvCyclone"
"StrongUp","Down","StrongUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","PC","Clear","PC","Clear","None","None","Westerly","None","None","None","None","LittleChange","LittleChange","Negative","Decreasing","XNIL","Jul2_Jul15","F","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","F","N1GtLIGt_4","Stability","MoreUnstable","Average","ACEFK","None","Moderate","Strong","F","SIG","SIG","SIG","Other","ModerateOrLe","VeryMoist","ModerateOrLe","NoMajor","Other","DenvCyclone","SigPositive","None","LV","LVorOther","LV"
"Down","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","Clear","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","None","Weak","Marked","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Jul16_Aug10","I","CThruK","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Neutral","Average","Average","HI","None","Strong","Strong","I","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","Average","CloseToDryAd","OtherRapid","DryMMoistL","E_W_S","SigNegative","QStationary","SWQuad","Westerly","E_NE"
"WeakUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","Clear","PC","Clear","PC","None","Weak","DCVZFavor","None","Weak","None","Some","LittleChange","LittleChange","Negative","Decreasing","XNIL","May15_Jun14","K","CThruK","PartInhibit","LessThanAve","LessThanAve","K","N1GtLIGt_4","Stability","Average","Average","ACEFK","PartInhibit","Weak","Slight","K","XNIL","XNIL","XNIL","Other","Steep","Average","ModerateOrLe","StrongFront","DryMMoistL","None","SigNegative","None","SWQuad","Westerly","WidespdDnsl"
"Down","StronUp","WeakUp","Down","Down","Wet","Wet","Wet","VeryWet","Clear","Cloudy","Clear","Clear","None","Weak","DCVZFavor","None","None","None","Some","LittleChange","LittleChange","StrongPos","Increasing","SIG","May15_Jun14","B","AB","Stifling","MoreThanAve","MoreThanAve","ABI","LILt_8","Stability","Average","MoreUnstable","B","None","Moderate","Strong","B","SVR","SVR","SVR","Other","Stable","Average","Steep","NoMajor","Other","DenvCyclone","PosToNeg","None","AllElse","Westerly","DenvCyclone"
"WeakUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Dry","Wet","VeryWet","Clear","Clear","Clear","Clear","None","Strong","DCVZFavor","Strong","Strong","Strong","Some","LittleChange","LittleChange","WeakPos","Increasing","SIG","May15_Jun14","K","CThruK","PartInhibit","Average","Average","K","N1GtLIGt_4","Neutral","Average","MoreUnstable","ACEFK","None","Strong","Strong","K","SVR","SVR","SVR","LowAtStation","Stable","Average","ModerateOrLe","MarkedUpper","DryMMoistL","MovingFtorOt","SigPositive","QStationary","LV","LVorOther","DenvCyclone"
"Neutral","Down","Neutral","Neutral","Neutral","Dry","VeryWet","VeryWet","VeryWet","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","Weak","None","Strong","Some","DecCapIncIns","Decreasing","StrongPos","Increasing","SVR","May15_Jun14","H","CThruK","Stifling","MoreThanAve","MoreThanAve","H","N1GtLIGt_4","Stability","Average","MoreUnstable","HI","None","Weak","Moderate","H","XNIL","XNIL","SVR","LowMtsHighPl","ModerateOrLe","Dry","ModerateOrLe","MarkedUpper","DryMMoistL","MovingFtorOt","NegToPos","Moving","SWQuad","Westerly","E_NE"
"StrongUp","Neutral","Down","Neutral","Neutral","Neutral","Dry","Dry","Dry","Clear","PC","Clear","Clear","None","Weak","DCVZFavor","None","Weak","Strong","Some","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Jun15_Jul1","J","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Neutral","Average","LessUnstable","GJ","Stifling","Unfavorable","None","J","XNIL","XNIL","XNIL","LowEvrywhere","Steep","Average","CloseToDryAd","NoMajor","Other","DenvCyclone","LittleChange","Other","LV","LVorOther","LV"
"WeakUp","Down","Neutral","Down","Down","VeryWet","VeryWet","VeryWet","Wet","Clear","PC","Clear","Clear","Weak","Strong","DCVZFavor","Weak","Strong","Strong","Some","IncCapDecIns","Increasing","Neutral","LittleChange","SVR","Jul16_Aug10","B","AB","Stifling","MoreThanAve","MoreThanAve","ABI","LIGt0","Neutral","LessUnstable","LessUnstable","B","Stifling","Moderate","Slight","B","XNIL","XNIL","SVR","LowEvrywhere","Stable","Average","CloseToDryAd","NoMajor","Other","E_W_S","PosToNeg","None","SWQuad","LVorOther","DenvCyclone"
"Down","Neutral","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","Wet","PC","PC","PC","PC","Strong","Strong","Westerly","None","None","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","SVR","Jul16_Aug10","C","CThruK","None","Average","LessThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Unfavorable","None","C","XNIL","XNIL","SVR","LowEvrywhere","CloseToDryAd","Dry","ModerateOrLe","MarkedUpper","MoistMDryL","E_W_N","NegToPos","None","NWQuad","Westerly","WidespdDnsl"
"Down","Neutral","Neutral","Neutral","Neutral","Wet","Dry","Dry","Dry","PC","Cloudy","PC","Clear","Strong","Strong","Westerly","Weak","None","Weak","Some","DecCapIncIns","Decreasing","Neutral","Increasing","SIG","Jun15_Jul1","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","MoreUnstable","B","None","Weak","Slight","B","XNIL","XNIL","SIG","LowMtsHighPl","Steep","VeryMoist","Steep","OtherRapid","Other","DenvCyclone","PosToNeg","QStationary","LV","Westerly","SEQuad"
"StrongUp","Neutral","StrongUp","StrongUp","StrongUp","Wet","Dry","Neutral","Neutral","PC","PC","PC","PC","None","Weak","DCVZFavor","Weak","Strong","Strong","Some","LittleChange","LittleChange","Negative","LittleChange","XNIL","May15_Jun14","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Slight","E","SVR","SVR","SVR","LowAtStation","ModerateOrLe","Dry","ModerateOrLe","NoMajor","MoistMDryL","Other","SigPositive","QStationary","SWQuad","LVorOther","WidespdDnsl"
"StrongUp","Neutral","Neutral","Neutral","Neutral","Dry","VeryWet","VeryWet","Wet","Cloudy","Clear","Cloudy","Cloudy","None","Weak","DCVZFavor","None","None","None","Some","IncCapDecIns","Increasing","Negative","Decreasing","SIG","May15_Jun14","I","CThruK","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","PartInhibit","Unfavorable","None","I","SIG","SIG","SIG","LowSHighN","Steep","Average","Steep","StrongFront","DryMMoistL","E_W_S","NegToPos","Moving","SWQuad","LVorOther","DenvCyclone"
"Down","Neutral","StrongUp","StrongUp","StrongUp","Neutral","Wet","Neutral","Wet","Cloudy","Clear","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Negative","Increasing","SIG","Jul2_Jul15","E","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","LILt_8","Neutral","Average","Average","ACEFK","Stifling","Moderate","Moderate","E","SVR","SVR","SVR","LowSHighN","Steep","Average","ModerateOrLe","NoMajor","Other","DryLine","SigPositive","None","AllElse","LVorOther","LV"
"Neutral","Down","Neutral","Neutral","Neutral","Wet","Neutral","Wet","Wet","PC","Cloudy","PC","Clear","Weak","Weak","Westerly","Strong","Weak","Weak","None","LittleChange","LittleChange","Neutral","Increasing","SIG","Aug11_Aug20","K","CThruK","Stifling","MoreThanAve","MoreThanAve","K","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Weak","Moderate","K","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Dry","ModerateOrLe","StrongFront","Other","None","SigNegative","Moving","AllElse","Westerly","LV"
"Neutral","WeakUp","Neutral","WeakUp","WeakUp","VeryWet","Neutral","Wet","Wet","PC","PC","PC","Clear","Strong","Strong","DCVZFavor","Weak","Weak","Strong","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","May15_Jun14","D","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Stability","Average","LessUnstable","D","PartInhibit","Moderate","None","D","XNIL","XNIL","SIG","LowAtStation","Steep","Average","Steep","StrongFront","Other","MovingFtorOt","SigNegative","Other","SWQuad","LVorOther","LongAnticyc"
"StrongUp","Down","StrongUp","WeakUp","WeakUp","Wet","Neutral","Wet","VeryWet","PC","Clear","PC","Clear","Strong","Strong","Westerly","Strong","None","Weak","Marked","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","May15_Jun14","C","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Instability","Average","LessUnstable","ACEFK","None","Moderate","Slight","C","XNIL","XNIL","XNIL","LowEvrywhere","Steep","Average","Steep","StrongFront","Other","E_W_N","SigPositive","Other","AllElse","Westerly","LongAnticyc"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Neutral","Dry","Neutral","Clear","PC","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Strong","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Jul16_Aug10","J","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","LILt_8","Neutral","LessUnstable","LessUnstable","GJ","PartInhibit","Weak","None","J","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Dry","Steep","NoMajor","MoistMDryL","DryLine","LittleChange","None","LV","LVorOther","LV"
"Neutral","Neutral","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Wet","VeryWet","Clear","PC","PC","PC","Strong","Strong","DCVZFavor","Strong","Weak","Strong","Marked","LittleChange","LittleChange","Neutral","Decreasing","XNIL","May15_Jun14","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Strong","Strong","A","SVR","SVR","SVR","HighEvrywher","Steep","Average","Steep","OtherRapid","Other","DenvCyclone","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
"WeakUp","Neutral","WeakUp","WeakUp","WeakUp","Neutral","Dry","Dry","Neutral","Cloudy","Clear","Cloudy","Cloudy","None","Weak","StrongWest","Strong","None","Strong","None","DecCapIncIns","Decreasing","Neutral","LittleChange","SIG","Aug11_Aug20","D","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","Average","D","None","Moderate","Moderate","D","XNIL","XNIL","SIG","LowNHighS","Steep","Average","CloseToDryAd","StrongFront","MoistMDryL","DryLine","PosToNeg","None","NWQuad","Westerly","LongAnticyc"
"WeakUp","Neutral","Down","Down","Down","Neutral","VeryWet","Neutral","Dry","Cloudy","PC","Cloudy","PC","None","None","StrongWest","None","Weak","Weak","None","LittleChange","LittleChange","Neutral","Decreasing","XNIL","Aug20_Sep15","E","CThruK","None","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Moderate","None","E","XNIL","XNIL","XNIL","LowAtStation","ModerateOrLe","Dry","ModerateOrLe","OtherRapid","MoistMDryL","DryLine","SigNegative","None","SWQuad","Westerly","LV"
"StrongUp","Neutral","Down","WeakUp","WeakUp","Neutral","Neutral","Dry","Dry","Clear","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Weak","None","Weak","Marked","DecCapIncIns","Decreasing","WeakPos","LittleChange","XNIL","Jun15_Jul1","J","CThruK","None","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Neutral","Average","MoreUnstable","GJ","PartInhibit","Moderate","Strong","J","SVR","SVR","SVR","LowAtStation","CloseToDryAd","Average","ModerateOrLe","OtherRapid","DryMMoistL","DryLine","LittleChange","None","LV","LVorOther","LV"
"WeakUp","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Wet","Wet","VeryWet","PC","PC","PC","PC","None","None","Westerly","None","Strong","None","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul16_Aug10","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","ACEFK","None","Weak","None","A","SVR","SVR","SVR","HighEvrywher","Steep","VeryMoist","ModerateOrLe","OtherRapid","DryMMoistL","E_W_S","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","PC","PC","PC","PC","Strong","Strong","Westerly","Weak","None","Weak","Marked","DecCapIncIns","Decreasing","WeakPos","LittleChange","SIG","May15_Jun14","I","CThruK","Stifling","MoreThanAve","Average","ABI","N5GtLIGt_8","Stability","Average","Average","HI","Stifling","Moderate","None","I","XNIL","XNIL","SIG","LowSHighN","ModerateOrLe","Average","ModerateOrLe","NoMajor","DryMMoistL","MovingFtorOt","LittleChange","QStationary","NWQuad","Westerly","DenvCyclone"
"WeakUp","WeakUp","Down","Neutral","Neutral","Dry","Neutral","Dry","Dry","PC","PC","PC","PC","Strong","Strong","Other","Weak","None","None","Some","LittleChange","LittleChange","Negative","Decreasing","XNIL","Aug20_Sep15","E","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","LILt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","E","SIG","SIG","SIG","LowAtStation","Steep","Average","ModerateOrLe","OtherRapid","MoistMDryL","None","LittleChange","None","NWQuad","Westerly","WidespdDnsl"
"WeakUp","StronUp","Down","Down","Down","Neutral","Dry","Dry","Dry","PC","PC","PC","PC","Weak","Strong","DCVZFavor","Strong","Strong","Strong","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jul2_Jul15","K","CThruK","None","LessThanAve","LessThanAve","K","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","None","Moderate","Moderate","K","XNIL","XNIL","SIG","LowNHighS","ModerateOrLe","Dry","CloseToDryAd","MarkedUpper","DryMMoistL","MovingFtorOt","PosToNeg","QStationary","AllElse","LVorOther","WidespdDnsl"
"Neutral","WeakUp","Neutral","WeakUp","WeakUp","VeryWet","Neutral","VeryWet","VeryWet","PC","PC","Cloudy","Cloudy","Weak","Weak","StrongWest","Weak","Weak","Weak","Some","IncCapDecIns","Increasing","WeakPos","LittleChange","SIG","Aug20_Sep15","H","CThruK","PartInhibit","Average","MoreThanAve","H","N1GtLIGt_4","Instability","Average","LessUnstable","HI","None","Moderate","Strong","H","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Average","Steep","MarkedUpper","DryMMoistL","MovingFtorOt","SigNegative","None","NWQuad","LVorOther","SEQuad"
"Neutral","Down","Neutral","Neutral","Neutral","Wet","Neutral","Wet","Wet","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Weak","None","Weak","Marked","IncCapDecIns","Increasing","Negative","Decreasing","XNIL","Jun15_Jul1","B","AB","PartInhibit","LessThanAve","MoreThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","B","Stifling","Weak","Slight","B","SIG","SIG","SIG","LowMtsHighPl","Steep","VeryMoist","ModerateOrLe","OtherRapid","DryMMoistL","E_W_N","LittleChange","Other","AllElse","Westerly","LV"
"Neutral","Neutral","Down","Neutral","Neutral","Wet","VeryWet","Wet","Wet","PC","Clear","Clear","Clear","Weak","Strong","DCVZFavor","Strong","None","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jul16_Aug10","C","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Strong","None","C","SIG","SIG","SIG","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","NoMajor","DryMMoistL","E_W_N","LittleChange","Other","NWQuad","Westerly","LongAnticyc"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Wet","VeryWet","PC","PC","PC","PC","Weak","Weak","Westerly","Strong","Strong","Strong","None","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Jul2_Jul15","C","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Stability","Average","Average","ACEFK","PartInhibit","Weak","Slight","C","SVR","SVR","SVR","LowEvrywhere","CloseToDryAd","Average","Steep","NoMajor","DryMMoistL","E_W_N","PosToNeg","Other","NWQuad","Westerly","LongAnticyc"
"Neutral","StronUp","StrongUp","StrongUp","StrongUp","Wet","Wet","VeryWet","VeryWet","Clear","PC","Clear","Clear","Weak","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","May15_Jun14","D","CThruK","Stifling","Average","Average","CDEJ","LIGt0","Stability","LessUnstable","LessUnstable","D","PartInhibit","Unfavorable","None","D","XNIL","XNIL","SIG","LowNHighS","CloseToDryAd","VeryMoist","CloseToDryAd","OtherRapid","MoistMDryL","Other","LittleChange","None","NWQuad","Westerly","DenvCyclone"
"Neutral","Neutral","Neutral","Neutral","Neutral","VeryWet","Dry","Wet","VeryWet","Clear","PC","Clear","Clear","Weak","Strong","Westerly","Weak","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","Decreasing","SIG","Jun15_Jul1","I","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Neutral","MoreUnstable","Average","HI","TotalInhibit","Strong","None","I","XNIL","XNIL","SIG","LowSHighN","Stable","Average","ModerateOrLe","OtherRapid","Other","E_W_S","PosToNeg","QStationary","AllElse","Westerly","LV"
"WeakUp","Neutral","StrongUp","WeakUp","WeakUp","Dry","VeryWet","VeryWet","VeryWet","Cloudy","Cloudy","Cloudy","Cloudy","None","None","Westerly","None","Weak","Weak","None","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Aug20_Sep15","G","CThruK","PartInhibit","MoreThanAve","MoreThanAve","G","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","GJ","None","Moderate","Strong","G","SIG","SIG","SIG","LowEvrywhere","CloseToDryAd","Dry","Steep","OtherRapid","MoistMDryL","None","PosToNeg","None","AllElse","LVorOther","LV"
"Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Clear","Cloudy","Cloudy","Cloudy","Strong","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SVR","May15_Jun14","K","CThruK","PartInhibit","Average","MoreThanAve","K","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Slight","K","XNIL","XNIL","SVR","Other","Steep","Dry","ModerateOrLe","MarkedUpper","MoistMDryL","None","SigNegative","None","AllElse","Westerly","E_NE"
"Neutral","Neutral","Neutral","Neutral","Neutral","Dry","VeryWet","Neutral","Neutral","PC","Cloudy","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Weak","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SIG","Jun15_Jul1","G","CThruK","Stifling","MoreThanAve","MoreThanAve","G","N1GtLIGt_4","Neutral","LessUnstable","Average","GJ","Stifling","Moderate","Slight","G","SIG","SIG","SIG","Other","CloseToDryAd","Dry","CloseToDryAd","StrongFront","Other","None","PosToNeg","None","NWQuad","LVorOther","LV"
"StrongUp","Neutral","WeakUp","StrongUp","StrongUp","VeryWet","VeryWet","VeryWet","VeryWet","Clear","PC","PC","Cloudy","None","None","Other","None","None","None","None","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Jul16_Aug10","E","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Weak","None","E","XNIL","XNIL","XNIL","LowSHighN","Steep","Dry","ModerateOrLe","NoMajor","DryMMoistL","None","NegToPos","None","SWQuad","LVorOther","LongAnticyc"
"WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","Neutral","Clear","PC","PC","PC","Weak","Strong","StrongWest","Strong","None","Strong","Some","LittleChange","LittleChange","WeakPos","Increasing","SVR","Jul2_Jul15","G","CThruK","PartInhibit","LessThanAve","LessThanAve","G","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","GJ","None","Moderate","Strong","G","SVR","SVR","SVR","Other","CloseToDryAd","Dry","CloseToDryAd","NoMajor","Other","None","LittleChange","None","NWQuad","Westerly","LongAnticyc"
"StrongUp","Down","Down","Down","Down","Neutral","VeryWet","Neutral","Dry","Clear","Cloudy","PC","Clear","Weak","Strong","Westerly","Strong","Weak","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","May15_Jun14","E","CThruK","PartInhibit","Average","Average","CDEJ","LIGt0","Stability","LessUnstable","Average","ACEFK","None","Strong","Strong","E","SIG","SIG","SIG","LowSHighN","CloseToDryAd","Average","ModerateOrLe","NoMajor","Other","DryLine","LittleChange","None","AllElse","LVorOther","LV"
"WeakUp","Neutral","StrongUp","WeakUp","WeakUp","Wet","VeryWet","VeryWet","VeryWet","Clear","Clear","Clear","PC","Weak","Strong","Other","Weak","Weak","Weak","Marked","LittleChange","LittleChange","StrongPos","Increasing","SVR","Jun15_Jul1","G","CThruK","PartInhibit","LessThanAve","LessThanAve","G","N1GtLIGt_4","Instability","Average","MoreUnstable","GJ","PartInhibit","Moderate","None","G","SIG","SIG","SVR","LowEvrywhere","CloseToDryAd","Average","CloseToDryAd","MarkedUpper","Other","DryLine","PosToNeg","None","SWQuad","Westerly","LongAnticyc"
"Neutral","WeakUp","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","PC","PC","PC","PC","Weak","Weak","StrongWest","None","None","None","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","May15_Jun14","K","CThruK","PartInhibit","LessThanAve","Average","K","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","K","SVR","SVR","SVR","Other","Steep","Dry","CloseToDryAd","OtherRapid","DryMMoistL","DryLine","PosToNeg","Moving","NWQuad","Westerly","WidespdDnsl"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","Clear","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Strong","Some","IncCapDecIns","Increasing","Negative","LittleChange","SVR","Jul16_Aug10","C","CThruK","None","LessThanAve","Average","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Strong","Strong","C","XNIL","SIG","SVR","LowMtsHighPl","Steep","Dry","Steep","NoMajor","Other","E_W_N","LittleChange","None","AllElse","Westerly","LongAnticyc"
