"HISTORY","CVP","PCWP","HYPOVOLEMIA","LVEDVOLUME","LVFAILURE","STROKEVOLUME","ERRLOWOUTPUT","HRBP","HREKG","ERRCAUTER","HRSAT","INSUFFANESTH","ANAPHYLAXIS","TPR","EXPCO2","KINKEDTUBE","MINVOL","FIO2","PVSAT","SAO2","PAP","PULMEMBOLUS","SHUNT","INTUBATION","PRESS","DISCONNECT","MINVOLSET","VENTMACH","VENTTUBE","VENTLUNG","VENTALV","ARTCO2","CATECHOL","HR","CO","BP"
"FALSE","HIGH","HIGH","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","TRUE","LOW","FALSE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","FALSE","LOW","NORMAL","ZERO","ZERO","LOW","LOW","NORMAL","HIGH","LOW","NORMAL"
"TRUE","NORMAL","LOW","FALSE","NORMAL","TRUE","LOW","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","NORMAL","FALSE","ZERO","NORMAL","HIGH","LOW","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","ZERO","NORMAL","ZERO","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","HIGH","LOW","TRUE","NORMAL","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW"
"FALSE","LOW","NORMAL","TRUE","LOW","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","HIGH","TRUE","ZERO","NORMAL","LOW","NORMAL","HIGH","TRUE","HIGH","NORMAL","ZERO","FALSE","NORMAL","NORMAL","HIGH","NORMAL","NORMAL","LOW","NORMAL","HIGH","HIGH","NORMAL"
"TRUE","HIGH","NORMAL","TRUE","LOW","TRUE","HIGH","FALSE","LOW","HIGH","TRUE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","LOW","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","HIGH","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","TRUE","NORMAL","NORMAL","NORMAL","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","HIGH","HIGH","LOW","NORMAL"
"TRUE","HIGH","LOW","FALSE","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","TRUE","HIGH","TRUE","FALSE","LOW","ZERO","FALSE","NORMAL","NORMAL","NORMAL","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","FALSE","HIGH","ZERO","LOW","ZERO","ZERO","HIGH","NORMAL","HIGH","HIGH","HIGH"
"TRUE","HIGH","NORMAL","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","NORMAL","FALSE","HIGH","LOW","LOW","NORMAL","HIGH","TRUE","NORMAL","ONESIDED","ZERO","TRUE","HIGH","NORMAL","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH","HIGH","NORMAL"
"TRUE","HIGH","HIGH","TRUE","NORMAL","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","ZERO","LOW","ZERO","NORMAL","LOW","HIGH","HIGH","LOW","HIGH"
"TRUE","NORMAL","NORMAL","FALSE","HIGH","FALSE","LOW","TRUE","LOW","LOW","TRUE","LOW","FALSE","FALSE","LOW","LOW","TRUE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","NORMAL","HIGH","ZERO","LOW","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","LOW","NORMAL","FALSE","LOW","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","TRUE","FALSE","LOW","ZERO","FALSE","NORMAL","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","LOW","LOW","LOW","LOW","HIGH","NORMAL","HIGH","HIGH","LOW"
"TRUE","NORMAL","LOW","TRUE","HIGH","TRUE","NORMAL","FALSE","LOW","NORMAL","TRUE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","ONESIDED","NORMAL","TRUE","HIGH","NORMAL","LOW","ZERO","LOW","HIGH","NORMAL","NORMAL","HIGH","HIGH"
"TRUE","LOW","HIGH","TRUE","LOW","FALSE","LOW","FALSE","LOW","LOW","TRUE","LOW","FALSE","FALSE","NORMAL","NORMAL","TRUE","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","TRUE","HIGH","ESOPHAGEAL","HIGH","TRUE","LOW","ZERO","NORMAL","LOW","NORMAL","HIGH","NORMAL","HIGH","HIGH","NORMAL"
"TRUE","LOW","HIGH","TRUE","NORMAL","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","TRUE","NORMAL","NORMAL","LOW","HIGH","LOW","FALSE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","NORMAL","ZERO","NORMAL","LOW","HIGH","HIGH","NORMAL","LOW"
"TRUE","HIGH","NORMAL","TRUE","HIGH","FALSE","NORMAL","TRUE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","HIGH","LOW","NORMAL","NORMAL","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","NORMAL","HIGH","LOW","NORMAL","LOW","NORMAL","HIGH","HIGH","NORMAL"
"FALSE","LOW","NORMAL","FALSE","LOW","FALSE","HIGH","FALSE","NORMAL","LOW","TRUE","HIGH","FALSE","TRUE","HIGH","LOW","FALSE","HIGH","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","ONESIDED","HIGH","FALSE","HIGH","HIGH","ZERO","NORMAL","ZERO","NORMAL","HIGH","HIGH","HIGH","LOW"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","HIGH","FALSE","LOW","HIGH","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","NORMAL","NORMAL","LOW","HIGH","LOW","HIGH","NORMAL","HIGH","NORMAL"
"TRUE","LOW","HIGH","TRUE","HIGH","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"FALSE","NORMAL","NORMAL","TRUE","LOW","FALSE","LOW","FALSE","LOW","NORMAL","TRUE","LOW","TRUE","FALSE","LOW","ZERO","TRUE","NORMAL","LOW","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","LOW","LOW","HIGH","LOW","HIGH","HIGH","NORMAL","LOW","HIGH"
"TRUE","LOW","NORMAL","TRUE","LOW","FALSE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","NORMAL","LOW","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","FALSE","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","LOW","LOW","TRUE","NORMAL","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","LOW","NORMAL","HIGH","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","HIGH","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","HIGH","TRUE","FALSE","NORMAL","ZERO","TRUE","HIGH","LOW","LOW","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","HIGH","HIGH","ZERO","HIGH","NORMAL","HIGH","LOW","NORMAL"
"TRUE","LOW","HIGH","FALSE","NORMAL","TRUE","LOW","FALSE","HIGH","LOW","FALSE","HIGH","FALSE","FALSE","HIGH","ZERO","FALSE","HIGH","LOW","NORMAL","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","HIGH","HIGH","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","LOW","LOW","TRUE","HIGH","FALSE","NORMAL","TRUE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","LOW","NORMAL","HIGH","HIGH","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","HIGH","LOW","LOW","ZERO","LOW","HIGH","HIGH","LOW","HIGH"
"TRUE","HIGH","HIGH","TRUE","LOW","FALSE","NORMAL","FALSE","NORMAL","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","NORMAL","ZERO","NORMAL","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","LOW","LOW","FALSE","HIGH","TRUE","NORMAL","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","LOW","LOW","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","LOW","HIGH","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW"
"TRUE","LOW","LOW","TRUE","HIGH","FALSE","NORMAL","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","LOW","LOW","TRUE","ZERO","NORMAL","HIGH","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","LOW","HIGH","HIGH","ZERO","LOW","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","LOW","NORMAL","FALSE","HIGH","TRUE","HIGH","TRUE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","ESOPHAGEAL","NORMAL","TRUE","LOW","ZERO","LOW","ZERO","ZERO","HIGH","NORMAL","HIGH","LOW","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","HIGH","LOW","TRUE","NORMAL","LOW","NORMAL","HIGH","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL"
"TRUE","HIGH","NORMAL","FALSE","HIGH","TRUE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","TRUE","FALSE","NORMAL","LOW","TRUE","LOW","NORMAL","NORMAL","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","NORMAL","NORMAL","HIGH","HIGH","HIGH","NORMAL","LOW"
"TRUE","NORMAL","LOW","FALSE","HIGH","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","LOW","TRUE","NORMAL","NORMAL","ZERO","TRUE","LOW","LOW","HIGH","HIGH","ZERO","HIGH","NORMAL","HIGH","LOW","HIGH"
"TRUE","NORMAL","LOW","TRUE","HIGH","FALSE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","LOW","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","TRUE","NORMAL","ONESIDED","NORMAL","TRUE","HIGH","NORMAL","LOW","NORMAL","LOW","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","NORMAL","NORMAL","FALSE","LOW","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","NORMAL","LOW","TRUE","LOW","LOW","LOW","NORMAL","NORMAL","TRUE","NORMAL","NORMAL","NORMAL","FALSE","HIGH","NORMAL","HIGH","ZERO","ZERO","HIGH","NORMAL","HIGH","LOW","NORMAL"
"TRUE","NORMAL","HIGH","TRUE","LOW","FALSE","HIGH","FALSE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","NORMAL","LOW","ZERO","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","TRUE","HIGH","LOW","TRUE","HIGH","TRUE","FALSE","NORMAL","NORMAL","FALSE","LOW","NORMAL","HIGH","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","NORMAL","HIGH","HIGH","NORMAL","LOW","HIGH","HIGH","HIGH","HIGH"
"TRUE","LOW","NORMAL","TRUE","NORMAL","TRUE","LOW","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","NORMAL","TRUE","LOW","NORMAL","LOW","HIGH","LOW","TRUE","NORMAL","ONESIDED","ZERO","FALSE","LOW","LOW","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","NORMAL","NORMAL"
"TRUE","HIGH","LOW","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","HIGH","FALSE","NORMAL","TRUE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","TRUE","NORMAL","NORMAL","HIGH","TRUE","HIGH","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","NORMAL","HIGH","NORMAL"
"TRUE","HIGH","LOW","TRUE","HIGH","TRUE","NORMAL","TRUE","NORMAL","HIGH","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","LOW","LOW","HIGH","NORMAL","HIGH","FALSE","HIGH","NORMAL","ZERO","TRUE","NORMAL","LOW","ZERO","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","LOW"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","HIGH","FALSE","LOW","HIGH","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","NORMAL","LOW","NORMAL","ZERO","LOW","LOW","HIGH","NORMAL","LOW","LOW"
"TRUE","HIGH","NORMAL","TRUE","NORMAL","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","TRUE","HIGH","LOW","FALSE","LOW","NORMAL","HIGH","LOW","NORMAL","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","LOW","ZERO","LOW","ZERO","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","LOW","HIGH","FALSE","LOW","FALSE","NORMAL","TRUE","LOW","LOW","FALSE","NORMAL","FALSE","FALSE","HIGH","ZERO","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","ZERO","HIGH","LOW","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","HIGH"
"TRUE","HIGH","NORMAL","FALSE","HIGH","TRUE","HIGH","FALSE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","HIGH","LOW","HIGH","FALSE","HIGH","NORMAL","NORMAL","FALSE","HIGH","LOW","LOW","HIGH","ZERO","NORMAL","NORMAL","HIGH","LOW","LOW"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","TRUE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","NORMAL","LOW","LOW","ZERO","NORMAL","NORMAL","LOW","LOW","HIGH"
"TRUE","NORMAL","HIGH","FALSE","LOW","FALSE","HIGH","FALSE","LOW","HIGH","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","ZERO","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","ZERO","ZERO","NORMAL","ZERO","HIGH","NORMAL","NORMAL","LOW","HIGH"
"TRUE","LOW","NORMAL","TRUE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","LOW","LOW","TRUE","NORMAL","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","LOW","LOW","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","LOW"
"FALSE","LOW","HIGH","TRUE","NORMAL","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","TRUE","LOW","NORMAL","HIGH","NORMAL","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","NORMAL","HIGH","ZERO","HIGH","HIGH","LOW","NORMAL","HIGH","HIGH","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","FALSE","HIGH","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","LOW","LOW","LOW","ZERO","LOW","NORMAL","HIGH","LOW","LOW"
"TRUE","LOW","LOW","TRUE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","HIGH","LOW","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","HIGH","LOW","HIGH","NORMAL","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","NORMAL","LOW","TRUE","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","NORMAL","NORMAL","LOW","TRUE","NORMAL","NORMAL","ZERO","TRUE","LOW","NORMAL","ZERO","HIGH","ZERO","HIGH","HIGH","NORMAL","NORMAL","HIGH"
"FALSE","NORMAL","NORMAL","TRUE","LOW","TRUE","LOW","FALSE","LOW","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","NORMAL","FALSE","LOW","NORMAL","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","LOW","HIGH","LOW","NORMAL","LOW","NORMAL","NORMAL","LOW","NORMAL"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","LOW","TRUE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","ZERO","LOW","NORMAL","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","LOW","HIGH","TRUE","LOW","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","LOW","FALSE","LOW","LOW","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","LOW","HIGH","NORMAL","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","LOW","FALSE","HIGH","FALSE","LOW","FALSE","NORMAL","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","ZERO","FALSE","LOW","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","NORMAL","NORMAL","LOW","LOW"
"TRUE","LOW","HIGH","FALSE","NORMAL","TRUE","LOW","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","NORMAL","FALSE","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","HIGH","HIGH"
"TRUE","HIGH","HIGH","TRUE","HIGH","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","LOW","FALSE","FALSE","HIGH","HIGH","TRUE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","LOW","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW"
"TRUE","HIGH","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","TRUE","FALSE","HIGH","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL"
"TRUE","NORMAL","LOW","TRUE","HIGH","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","LOW","NORMAL","NORMAL","NORMAL","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","LOW","HIGH","ZERO","LOW","NORMAL","NORMAL","NORMAL","LOW","NORMAL"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","LOW","TRUE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","HIGH","FALSE","LOW","HIGH","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","LOW","ZERO","TRUE","ZERO","NORMAL","LOW","NORMAL","NORMAL","TRUE","NORMAL","ONESIDED","HIGH","TRUE","HIGH","LOW","LOW","NORMAL","LOW","HIGH","NORMAL","HIGH","HIGH","NORMAL"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","HIGH","LOW","TRUE","NORMAL","TRUE","FALSE","NORMAL","HIGH","TRUE","ZERO","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","ESOPHAGEAL","HIGH","TRUE","HIGH","LOW","LOW","NORMAL","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","NORMAL","LOW","TRUE","LOW","FALSE","LOW","FALSE","HIGH","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","NORMAL","TRUE","NORMAL","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","LOW","FALSE","HIGH","NORMAL","ZERO","NORMAL","ZERO","NORMAL","HIGH","HIGH","LOW","NORMAL"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","TRUE","HIGH","TRUE","FALSE","LOW","NORMAL","FALSE","LOW","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","LOW","FALSE","LOW","NORMAL","LOW","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","LOW"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","ZERO","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","HIGH","LOW","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","NORMAL","LOW","TRUE","LOW","FALSE","NORMAL","FALSE","LOW","HIGH","FALSE","NORMAL","TRUE","FALSE","LOW","HIGH","FALSE","NORMAL","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","ESOPHAGEAL","NORMAL","TRUE","HIGH","HIGH","LOW","HIGH","ZERO","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"TRUE","HIGH","LOW","FALSE","HIGH","FALSE","NORMAL","FALSE","LOW","NORMAL","TRUE","LOW","TRUE","FALSE","NORMAL","LOW","TRUE","HIGH","LOW","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","ZERO","NORMAL","HIGH","HIGH","HIGH","NORMAL","HIGH","LOW"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","LOW","FALSE","NORMAL","LOW","FALSE","LOW","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","NORMAL","LOW","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","HIGH","NORMAL","HIGH","NORMAL","ZERO","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","LOW","TRUE","LOW","LOW","FALSE","NORMAL","TRUE","FALSE","HIGH","LOW","TRUE","ZERO","NORMAL","LOW","NORMAL","HIGH","FALSE","HIGH","ESOPHAGEAL","HIGH","TRUE","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","HIGH","HIGH"
"TRUE","HIGH","HIGH","FALSE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","NORMAL","LOW","NORMAL","LOW","HIGH","TRUE","NORMAL","ONESIDED","HIGH","FALSE","HIGH","LOW","ZERO","ZERO","ZERO","NORMAL","NORMAL","HIGH","HIGH","HIGH"
"TRUE","NORMAL","LOW","TRUE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","TRUE","LOW","TRUE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","ONESIDED","LOW","TRUE","HIGH","HIGH","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW"
"TRUE","LOW","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","HIGH","TRUE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","LOW","NORMAL","HIGH","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","LOW","NORMAL","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","LOW","NORMAL","NORMAL","HIGH","NORMAL","HIGH","NORMAL","NORMAL"
"TRUE","LOW","NORMAL","TRUE","LOW","FALSE","HIGH","TRUE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","HIGH","HIGH","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","LOW"
